row_num,name,domain,employees_now,growth_6m,growth_1y,growth_2y,open_roles,status,notes
285,Pitmeesters,pitmeesters.nl,,,,,,not_found,name search autocorrects to unrelated museum; domain search 0 results
286,Jasperdeweerd.nl,jasperdeweerd.nl,,,,,,not_found,name search matched unrelated liveband (GiGA liveband); domain search 0 results
287,Wikimailers,wikimailers.com,2,0%,0%,0%,0,found,
288,DoeMeer,doemeer.nl,1,,,,,found,solo operator confirmed
289,ByFreckles,byfreckles.nl,2,0%,100%,100%,0,found,
290,Content AI Masters,contentaimasters.com,4,,,,,low_confidence,"LinkedIn Content AI Masters is an AI content-automation SaaS/tech company (Technology/Internet industry), not a marketing agency"
291,Bloomz,studiobloomz.nl,,,,,,not_found,name search (Studio Bloomz) autocorrects to unrelated studio bloom results; domain search 0 results
292,Mokube,mokube.com,3,,,,,low_confidence,"LinkedIn Mokube is a Software Development company (business automation tooling), not a marketing agency"
293,Online Sale Specialist,onlinesalespecialist.nl,4,100%,100%,100%,0,found,
294,Ros Web,ros-web.nl,4,0%,33%,33%,0,found,
295,Seen Advertising Agency,seenadvertising.agency,3,0%,50%,0%,0,found,
296,Social Envoy,socialenvoy.nl,2,,,,,low_confidence,"LinkedIn Social Envoy is a change-management/business consulting company (Simplifying and Humanizing Change), not a marketing agency"
297,Leadbeat,leadbeat.io,1,,,,,found,solo operator confirmed
298,Het DM Bureau,hetdmbureau.nl,6,0%,0%,20%,0,found,
299,Mr. Fox creative agency,mrfox.agency,3,0%,0%,0%,0,found,
300,Pole Position Agency,exito-ai.com,4,-20%,-20%,0%,0,found,
301,insurance-DB,adpeako.com,,,,,,not_found,source name is a scrape artifact; domain-derived name Adpeako returned 0 results
302,WYS | B2B Marketing,wijzijnwys.nl,5,0%,0%,-16%,0,found,
303,QB The Agency,qbtheagency.nl,,,,,,not_found,name search autocorrects to unrelated agencies; domain search 0 results
304,PaperDigits,paperdigits.nl,18,-14%,-14%,-21%,2,found,
306,AigamingFilms.com,aigamingfilms.com,2,0%,0%,0%,0,found,
312,Zeo,zeo.nl,19,0%,-5%,-13%,0,found,
371,Content Ruimte,clipcraft.nl,3,0%,0%,+50%,0,found,"LinkedIn name is Clipcraft Agency; Marketing Services, About text matches content/personal branding agency"
342,MSAI Personal Design,msaidesign.com,2,N/A (overflow artifact),N/A (overflow artifact),N/A (overflow artifact),0,found,"AI-powered commercial/ad production co (Graphic Design category on LinkedIn); growth % hit INT_MAX overflow bug (2,147,483,647%)"
313,Zorg voor Verzuim,zorgvoorverzuim.nl,4,,,,,low_confidence,"LinkedIn company is Hospitals and Health Care (verzuimmanagement/absence-management consultancy), not a marketing/creative agency"
343,Review Booster,grow.review-booster.nl,,,,,,not_found,name search returned unrelated HR/staffing company; domain search 0 results
314,outranq.ai,outranq.ai,,,,,,not_found,0 results for name outranq (LinkedIn autocorrected to unrelated outrank); 0 results for domain outranq.ai
307,,am-digitalmarketing.com,8,14%,100%,166%,0,found,source row had blank name; LinkedIn company is AM Digital Marketing
372,SmartRanking,smartranking.nl,18,0%,-10%,-5%,0,found,"LinkedIn name SmartRanking - SEO agency; Marketing Services, matches SEO agency niche"
315,Amaii,amaii.nl,3,,,,,low_confidence,"LinkedIn company is IT Services and IT Consulting (AI company-brain / private AI environment product), not a marketing/creative agency"
344,The Label Show,alvasi.nl,3,,,,,low_confidence,"exact name match, Printing Services (custom stickers/labels), 3 employees, but company website is thelabelshow.nl not alvasi.nl (expected domain 0 results/autocorrected to malvasi.nl) - domain mismatch, industry not marketing agency"
316,OfficeNext,originem.io,,,,,,not_found,"name OfficeNext matches unrelated Retail Office Supplies and Gifts company (1 employee), not the domain; domain-derived name originem returned 0 results"
373,Committos,blauwemonsters.nl,4,0%,N/A (overflow artifact),N/A (overflow artifact),0,found,"LinkedIn name Committos matches exactly; Marketing Services, e-commerce marketplace growth agency; source domain blauwemonsters.nl differs from LinkedIn co name but exact name+industry match confirms; 1y/2y growth hit INT_MAX overflow bug"
317,TD Media Agency,tdmedia.io,3,0%,0%,50%,0,found,
345,Buro Goedwijs,burogoedwijs.nl,0,0%,0%,0%,0,found,"source name blank, matched by domain-derived name; branding & creatie agency (Graphic Design category), 0 employees on LinkedIn"
318,Next Peak Media,nextpeakmedia.nl,,,,,,not_found,no exact match; name search returned only unrelated PEAK XV Exhibits and Neurova AI; domain search nextpeakmedia returned 0 results
374,Barrr,underdog.nl,16,0%,-11%,+6%,1,found,"Source name Barrr did not match (unrelated furniture/rugby results); found via domain search - LinkedIn co name is lowercase underdog, Advertising Services, website confirmed underdog.nl"
309,Cheerleader Agency,cheerleader.agency/en,2,0%,-33%,100%,0,found,
346,DAG Agency,dag-agency.com,2,0%,-33%,0%,0,found,
375,Nomis Marketing,nomismarketing.nl,,,,,,not_found,0 results for name search and domain search (nomismarketing) with NL filter
319,MUZE Marketing Solutions,muzemarketing.nl,2,0%,0%,100%,0,found,
347,Web Alchemist,webalchemist.nl,,,,,,not_found,name search 0 results; domain search 0 results
376,Codigital,bartoosterveer.nl,6,0%,+20%,+100%,0,found,"Exact name match Codigital, Technology/Internet industry, About describes digital agency (brands/websites/webshops/apps/platforms); source domain bartoosterveer.nl (likely founder personal domain) differs but name match is exact and unique"
348,Leadgate Europe,leadgate.eu,22,0%,-12%,-12%,0,found,"source name blank, matched by domain-derived name; online marketing agency for IT/Tech/SaaS"
377,Eventhub.,eventhub.net,,,,,,not_found,"name too generic (81 unrelated results, no exact match); domain search 0 results"
349,WebNexus Webdesign,ecoteers.nl,,,,,,not_found,"source name likely scrape mismatch vs domain; name search 0 results, domain search 0 results"
320,Tomahawk | Breaking Through Borders,tomahawk.nl,18,5%,12%,38%,0,found,"LinkedIn industry tag is Technology/Internet but About text confirms e-commerce marketing/data/tech agency, matches digital marketing agency profile"
310,STUDIO SCOTT,studioscott.co,4,0%,0%,0%,0,found,
350,Salazar | Strategisch marketing bureau,salazarmarketing.nl,4,-20%,100%,300%,0,found,"strong growth story: +100% 1yr, +300% 2yr"
378,Wolf Online Marketing,wolfonlinemarketing.com,7,+16%,+16%,+40%,0,found,"Source name was blank; found via domain-derived name Wolf Online Marketing, exact match, Marketing Services"
321,Bureauvijftig,bureauvijftig.nl,9,-10%,-10%,-25%,0,found,
379,Reelin,reelintalent.com,9,,,,,low_confidence,"LinkedIn company Reelin (matches domain reelintalent.com) is Staffing and Recruiting - an overseas talent headhunter agency, not a marketing/creative agency"
351,The Nudgency,thenudgency.com,2,0%,0%,N/A (overflow artifact),0,found,"2-year growth hit INT_MAX overflow bug (2,147,483,647%)"
380,WATS Studio,watsstudio.com,2,0%,N/A (overflow artifact),N/A (overflow artifact),0,found,"Exact name match; Business Consulting and Services industry but About text describes marketing/brand/digital transformation consultancy; small team (2), 1y/2y growth hit INT_MAX overflow bug"
311,JUNE THE AGENCY,juneagency.co,3,-25%,-25%,-25%,0,found,
322,Unform,unform.agency,8,-11%,-11%,-20%,0,found,
352,Polaris Growth,polarisgrowth.com,6,-14%,-25%,50%,0,found,Klaviyo CRM/CRO e-commerce growth agency
305,My Network,sjcreations.nl,,,,,,not_found,"name too generic (40+ unrelated results, no exact match); domain sjcreations.nl 0 results"
381,0to9,0to9.nl,44,0%,+10%,+18%,1,found,"LinkedIn name 0to9 | Values-Driven Creativity, exact match, Advertising Services"
323,Tows Online Marketing,tows.nl,2,0%,0%,0%,0,found,
353,Hello Growth,hellogrowth.ai,2,0%,0%,0%,0,found,AI-driven growth marketing agency
324,(ink).,ink.team,,,,,,not_found,"name ink too generic (273 results); domain ink.team returned 20 results, none an exact (ink) agency match"
354,Newline Solutions BV,deskservices.nl,2,,,,,low_confidence,"exact name match but LinkedIn industry is IT Services/IT Consulting (IT partner for SMEs), not marketing agency; domain deskservices.nl did not match this or any related company (0 results, autocorrected to unrelated firms)"
382,100procent,100procent.nl,25,+4%,-26%,-28%,1,found,"LinkedIn name 100procent | United Playgrounds, exact match, Marketing Services"
383,ARA,ara.nl,,,,,,not_found,"name too generic (87 results, unrelated industries e.g. Transportation/Logistics); domain ara.nl search surfaced only Ara/araontwerpt.nl, a 1-employee architecture drafting office - different domain and industry, not a marketing agency match"
355,NOA collective,noacollective.com,8,14%,33%,14%,0,found,impact/growth marketing collective
325,JijOnline,digitaalgroeien.nl,5,0%,-28%,-16%,0,found,"LinkedIn industry tag Technology/Internet but About text confirms online growth/digital marketing help, matches domain digitaalgroeien.nl"
308,Kult&Ace - Youth & Culture Consultancy,kultandace.com,12,9%,-20%,-20%,0,found,LinkedIn company is Kult&Ace - Youth & Culture Agency
384,Brand Potential,brandpotential.com,73,+1%,+12%,+4%,0,found,"LinkedIn name Brand Potential Benelux, exact match, Marketing Services"
356,The Young Digitals,theyoungdigitals.nl,49,0%,-3%,-5%,0,found,digital marketing agency with social impact mission
326,Yellowlab,yellowlab.nl,7,0%,0%,0%,0,found,
357,Bureau Busskruit,bureaubusskruit.nl,,,,,,not_found,name search 0 results; domain search 0 results
385,Buro Bruut,burobruut.nl,9,+28%,+125%,+200%,0,found,"Exact name match, Advertising Services; strong headcount growth story (+200% over 2y)"
327,Piek Marketing,piekmarketing.nl,2,0%,0%,100%,0,found,
358,Aigency Amsterdam | AI Agency,aigency.amsterdam,4,0%,-20%,33%,0,found,AI creative studio (synthetic media/AI photography/video)
328,Business Innovator - Business Intermediair,businessintermediair.nl,2,,,,,low_confidence,"LinkedIn company is Business Consulting and Services (general business advisory bureau), not a marketing/creative agency"
386,Buro voor de Boeg,burovoordeboeg.nl,15,+7%,+15%,+15%,0,found,"Exact name match, Advertising Services"
359,The Goodplace,thegoodplace.nl,8,33%,33%,33%,0,found,"digital creative agency, Utrecht"
329,Online Marketing Agency Stramark,stramark.nl,10,0%,-9%,-23%,0,found,
387,Campagne,campagne.nl,40,+2%,+2%,+5%,0,found,"Exact top match, Advertising Services"
360,Weddingcontent.nl,eeghency.nl,9,0%,0%,0%,0,found,"source name was a scrape artifact; actual LinkedIn company is Eeghency.nl, a performance marketing bureau"
330,PureDigital,puredigital.nl,16,14%,33%,77%,0,found,Strong growth story: +77% headcount over 2 years
361,Revora,gogetdigital.nl,1,,,,,found,"solo operator confirmed; source name Revora was a mismatch/artifact, actual LinkedIn company is Go Get Digital (marketing services)"
388,Clubgeist,clubgeist.nl,15,-25%,-11%,-16%,0,found,"Exact name match, Advertising Services; shrinking headcount across all periods"
331,HATTER,hatteragency.com,9,-10%,-18%,-18%,0,found,"LinkedIn industry tag Events Services (brand experience agency), matches domain hatteragency.com"
362,Mediabureau jungmeister,jungmeister.nl,3,N/A (overflow artifact),N/A (overflow artifact),N/A (overflow artifact),0,found,next-gen media agency (AI + data); all 3 growth periods hit INT_MAX overflow bug
389,Dapper,dapper.agency,66,+8%,+35%,+132%,8,found,"Exact match confirmed via website link (dapper.agency); Dapper - the demand agency, Advertising Services (B2B demand gen); numbers double-checked via two independent find queries, both consistent; benchmark exceptional growth case as flagged - +132% over 2y, actively hiring (8 open roles)"
363,Zorg en Zekerheid Leiden Basketball,hartvoordezaak.nl,12,0%,0%,-14%,0,found,"source name was a scrape artifact (basketball sponsorship logo caption), resolved via domain: actual LinkedIn company is Hart Voor De Zaak, an Advertising Services/branding agency - domain confirmed via website link on account page"
332,Hide and Seek,hide-and-seek.com,32,-3%,0%,-13%,0,found,"source name AND CREATIVE was a scrape artifact/mismatch; a separate unrelated LinkedIn company named AND CREATIVE exists (and-creative.agency, 4 employees) but domain hide-and-seek.com matches Hide and Seek, Advertising Services, Amsterdam"
390,Das Buro,dasburo.nl,14,-6%,-6%,+7%,0,found,"LinkedIn name Das Buro | Branding agency, exact match, Advertising Services"
364,Re:publish,republish.nl,8,0%,14%,14%,0,found,conversion marketing network
333,The Success Agency,thesuccessagency.nl,,,,,,not_found,"name too generic (399 results, no exact match); domain search thesuccessagency fell back to same generic query with no exact match"
365,Marketing Connects,marketingconnects.nl,,,,,,not_found,"too generic name (981 unrelated results, no exact match); domain search 0 results"
391,Digital Growth Agency,digitalgrowthagency.nl,54,+14%,+10%,+42%,5,found,Exact name match; industry tag Technology/Internet but About describes digital growth marketing agency
334,nxt agency,nxt.agency,12,0%,33%,50%,0,found,
335,Erik van der Veen Internet Marketing,erikvanderveen.nl,1,,,,,found,"solo operator confirmed (LinkedIn shows 0 employees listed; About text: SEA/Google Ads/PPC specialist); source name was blank, found via domain-derived name search"
366,Dirk doet,dirkdoet.nl,7,16%,16%,16%,0,found,
392,Digital Impact,digitalimpact.nl,32,+6%,+10%,+18%,1,found,"Exact name match; industry tag Information Technology & Services, About describes marketing+technology+AI convergence agency"
336,oomagent.ai,oomagent.ai,,,,,,not_found,0 results for name/domain oomagent; oomagent.ai search returned only unrelated Fixed By Bookie
367,ZIGZAG,zigzagreclame.nl,2,-33%,-33%,-33%,0,found,co-creative branding/advertising agency
393,DPDK,dpdk.com,44,-18%,-18%,-22%,3,found,"Exact name match, Marketing Services; shrinking headcount across all periods but actively hiring (3 open roles)"
337,NJ Creative,nj-creative.com,3,50%,0%,0%,0,found,
368,One Online Marketing,oneonline.nl,13,0%,-7%,0%,4,found,
338,Amsterdam UMC,amsterdamumc.org,17000,,,,,low_confidence,"LinkedIn company is Amsterdam UMC hospital (17K+ employees, Hospitals and Health Care), clearly not a marketing agency - likely a data-quality issue in source dataset"
394,E-heroes,e-heroes.com,5,0%,0%,-16%,0,found,"Exact name match, Advertising Services"
369,Draft Digital,draftdigital.nl,16,-5%,33%,128%,0,found,"strong growth story: +33% 1yr, +128% 2yr; digital marketing craftsmanship agency founded 2023"
395,Evers + de Gier,eversendegier.nl,5,0%,+25%,+25%,0,found,"Exact name match, Design Services, branding/digital agency Rotterdam"
339,Brandbuddies,brandbuddies.nl,4,0%,33%,33%,0,found,"source name Casa dei Contadini was a scrape artifact (0 results); found via domain brandbuddies, real LinkedIn company name is BRANDBUDDIES"
370,Creative Journeys,creativejourneys.nl,,,,,,not_found,"too generic name (377 unrelated results, no exact match); domain search 0 results"
340,Exito,exito-agency.nl,4,0%,-33%,0%,0,found,"source name was a bracket placeholder; found via domain, real LinkedIn company name is Exito"
396,Fabrique,fabrique.nl,132,+3%,-7%,-2%,0,found,"Exact top match, Design (strategic design agency)"
341,Gorrión Mensajero,gorrionmensajero.nl,,,,,,not_found,0 results for both name Gorrión Mensajero and domain gorrionmensajero
397,Flatland,flatland.nl,28,0%,+7%,0%,0,found,"Exact top match, Design Services, design-driven consultancy"
398,Friends for Brands,friendsagency.com,19,+11%,+26%,+26%,0,found,"Exact match, Friends for Brands | Certified B Corp, Advertising Services, creative agency founded 2013; strong growth"
399,Harborn digital,harborn.com,39,-9%,+14%,+25%,2,found,"Exact name match, digital agency (Internet Publishing category)"
409,RAUWcc,rauwcc.nl,19,0%,+11%,-5%,0,found,
400,Hashtag Junkies,hashtagjunkies.nl,13,-5%,-1%,-13%,0,found,
417,Studio Piranha,studiopiranha.com,4,+33%,+33%,+100%,0,found,"Exact name match, Design Services, Studio Piranha | Merkdesign bureau"
410,Redkiwi,redkiwi.com,55,+1%,-1%,+3%,0,found,
418,The Conversion Department,theconversiondepartment.nl,14,+16%,+27%,+7%,0,found,"Exact name match, Advertising Services"
411,Rotterdam CS,rotterdamcs.nl,6,+200%,N/A (overflow artifact),N/A (overflow artifact),0,found,1y and 2y growth hit INT_MAX 2147483647% divide-by-zero bug
401,Hear The Youth,heartheyouth.com,14,0%,7%,40%,0,found,
419,The Phoney Club,thephoneyclub.com,8,+14%,0%,+60%,0,found,"Exact name match, Design Services, independent design studio"
412,ROX,rox.nl,4,0%,0%,0%,0,found,"matched via LinkedIn name ""ROX Branding | Fullservice branding & marketing agency"" (generic ROX name had many results, disambiguated by name/industry match)"
420,Trichis,trichis.nl,17,+13%,-5%,0%,0,found,"Exact match Trichis Content & Creatie, Marketing Services"
402,Level Level,level-level.com,29,11%,11%,11%,0,low_confidence,"industry listed as Technology/Web dev (WordPress agency), not classic marketing/creative agency"
413,Snip Snap,snipsnap.nl,17,0%,+30%,+41%,0,found,
403,Marketing Engineers,marketingengineers.nl,7,0%,16%,0%,0,found,
421,Wild Digital,wild-digital.com,7,-12%,0%,+16%,0,found,"Exact name match, Design Services, brand and design agency for purpose-driven tech companies EMEA"
414,Somention,somention.com,55,+7%,+7%,+1%,5,found,
422,YesContent,yescontent.nl,5,0%,0%,0%,0,found,"Exact name match, Advertising Services, branding studio"
404,Nijgh,nijgh.com,39,-7%,-9%,0%,3,found,
415,STUDIO 10am,studio10am.nl,2,+100%,+100%,+100%,0,found,"very small base (2 employees), 100% reflects doubling from 1"
416,Studio Nul,studionul.com,,,,,,not_found,"name search returned unrelated companies (Studio Vogels, Blik van Boven, etc), domain search studionul.com returned 0 results"
423,Youwe,youwe.com,225,-2%,-5%,-12%,50,found,"Exact match, Technology/Internet, full-service digital agency; larger established player as expected"
405,Norday,norday.nl,54,0%,8%,17%,0,found,"LinkedIn page still listed as GRRR (now Norday) - merged entity, formerly GRRR+IN10 rebrand"
424,Artdcom,artdcom.com,8,+14%,+14%,+60%,0,found,"Exact name match ArtdCom, Advertising Services, full-service digital marketing agency"
406,Pionect,pionect.com,16,-5%,0%,23%,2,found,"industry listed as IT Services/IT Consulting (digital/dev agency), not classic marketing agency"
407,PRSC. Vastgoedcommunicatie,prsc.nl,21,10%,10%,23%,0,found,
408,Q42,q42.nl,125,-1%,3%,14%,11,found,
